id,content,metadata,embedding
5 (c). Screening Criteria for Stability Impacts of Changes in Generation or ETU or Interconnection Facility
Impedances

  - The following will not be deemed material and require a new Interconnection

`o` The new models provide similar or better dynamic performance (better damping,
smaller angular swing) based on dynamic simulation of a few severe faults

5 (d). Screening Criteria for Voltage Impacts of Changes in Generation or ETU or Interconnection Facility
Impedances

  - The following will be deemed material and require a new Interconnection Request

`o` A change that will result in the Generating Facility or ETU not meeting the Tariff's power
factor requirement

  - The following will not be deemed material and require a new Interconnection

`o` The change of impedance is small (less than 10% of the impedance used in the SIS), the
power factor requirement is satisfied, and there is no pre-existing voltage problem

5 (e). Screening Criteria for PSCAD Changes to Generating Facilities or ETUs that Required a PSCAD
model

  - The following will not be deemed material and require a new Interconnection Request

`o` The new models provide similar or better performance for the most severe N-1 and N-11 contingencies


-----

**Appendix F – IEEE 2800 Requirements**

This Appendix E provides implementation guidance in the application of the material modification
procedures contained in Schedules 22, 23 & 25 of the OATT.

    - For the purposes of this appendix, figures 1,2 and 3 of clause 1.4 shall be adhered to

    - This appendix defers to clause 3 of IEEE 2800-2022 for definitions, acronyms, and
abbreviations

    - Shall be compliant with clause 4 of IEEE 2800-2022

`o` Shall be compliant with clause 4.1
`o` Shall be compliant with clause 4.2
`o` Shall be compliant with clause 4.3
`o` Shall be compliant with clause 4.4
`o` Shall be compliant with clause 4.7 items d-g
`o` Shall be compliant with clause 4.9

    - Shall be compliant with clause 5 of IEEE 2800-2022

`o` Shall be compliant with clause 5.1

           - Default RPA shall be the POM

           - ICR and ICAR shall be defined as the Rated Active Power Output Rated
Active Power Absorption as listed in the IBRs interconnection agreement.

           - Table 4 RPA Voltage Ranges will be defined based on the interconnection
TOs requirements.

`o` Shall be compliant with clause 5.2

           - Resources shall be enabled in voltage control mode by default

           - Response times under table 5 are adopted as the default

           - Proposed maximum step response timing will be subject to review during
SIS to ensure no adverse impact during low system strength conditions

    - Shall be compliant with clause 6 of IEEE 2800-2022

`o` The default RPA for clause 6 is as written as the default in 6.1.1
`o` Shall be compliant with 6.1.1

           - Both under and over frequency response shall be enabled to the fullest
extent

           - Default parameters under table 7 are adopted

`o` Shall be compliant with 6.1.2

           - Default parameters under table 8 are adopted

    - Shall be compliant with clause 7 of IEEE 2800-2022

`o` The Default RPA for clause 7 is as written for each sub clause within the
standard

`o` Shall be compliant with 7.1
